"Name","Year","Rating","Tags","Watched.Date","Average.Rating","Runtime","Genre","Director","Actor","Writer","Editor","Cinematographer","Composer","Producer","Studio","Country","Language"
"Hellraiser",1987,3,"streaming","2021-01-28",3.53,94,"horror","Clive Barker","Ashley Laurence","Clive Barker","Richard Marden","Robin Vidgeon","Christopher Young","Christopher Figg","New World Pictures","UK","English"
"The Elephant Man",1980,4.5,"blu-ray","2021-01-31",4.12,124,"drama","David Lynch","Anthony Hopkins","David Lynch","Anne V. Coates","Freddie Francis","John Morris","Mel Brooks","Brooksfilms","UK","English"
"Donnie Darko",2001,3.5,"streaming","2021-02-01",3.94,114,"mystery","Richard Kelly","Jake Gyllenhaal","Richard Kelly","Sam Bauer","Steven Poster","Michael Andrews","Aaron Ryder","Flower Films","USA","English"
"Prisoners of the Ghostland",2021,3,"streaming","2021-02-02",2.59,103,"horror","Sion Sono","Nicolas Cage","Aaron Hendry","Taylor Levy","Sohei Tanikawa","Joseph Trapanese","Michael Mendelsohn","ELEVEN ARTS Studios","USA","English"
"The Straight Story",1999,4,"streaming","2021-02-11",4,112,"drama","David Lynch","Richard Farnsworth","John Roach","Mary Sweeney","Freddie Francis","Angelo Badalamenti","Mary Sweeney","Walt Disney Pictures","USA","English"
"Judas and the Black Messiah",2021,4,"streaming","2021-02-12",4.04,125,"drama","Shaka King","Daniel Kaluuya","Shaka King","Kristan Sprague","Sean Bobbitt","Mark Isham","Kim Roth","MACRO","Canada","English"
"A Goofy Movie",1995,3.5,"streaming","2021-02-14",3.5,78,"animation","Kevin Lima","Bill Farmer","Chris Matheson","Gregory Perler",NA,"Carter Burwell","Dan Rounds","Disney Television Animation","Australia","English"
"Casino",1995,4,"streaming","2021-02-15",4.09,179,"crime","Martin Scorsese","Robert De Niro","Martin Scorsese","Thelma Schoonmaker","Robert Richardson","Roy Hawkins","Barbara De Fina","Universal Pictures","France","English"
"The Fly",1986,4,"streaming","2021-02-18",3.93,96,"science-fiction","David Cronenberg","Jeff Goldblum","David Cronenberg","Ronald Sanders","Mark Irwin","Howard Shore","Stuart Cornfeld","SLM Production Group","Canada","English"
"Mad Max: Fury Road",2015,4.5,"theatre","2021-02-21",4.15,121,"adventure","George Miller","Tom Hardy","George Miller","Margaret Sixel","John Seale","Junkie XL","Iain Smith","Kennedy Miller Productions","Australia","English"
"Monster",2003,3,"streaming","2021-02-21",3.59,110,"crime","Patty Jenkins","Charlize Theron","Patty Jenkins","Arthur Coburn","Steven Bernstein","BT","Donald Kushner","Newmarket Films","USA","English"
"Upgrade",2018,3.5,"streaming","2021-02-25",3.63,100,"science-fiction","Leigh Whannell","Logan Marshall-Green","Leigh Whannell","Andy Canny","Stefan Duscio","Jed Palmer","Leigh Whannell","Goalpost Pictures","Australia","English"
"Wild at Heart",1990,4,"streaming","2021-02-28",3.75,124,"thriller","David Lynch","Nicolas Cage","David Lynch","Duwayne Dunham","Frederick Elmes","Chris Isaak","Steve Golin","Samuel Goldwyn Company","USA","English"
"Showgirls",1995,NA,"streaming","2021-03-07",2.97,131,"drama","Paul Verhoeven","Elizabeth Berkley","Joe Eszterhas","Mark Goldblatt","Jost Vacano","David A. Stewart","Mario Kassar","Le Studio Canal+","France","English"
"Waves",2019,3,"streaming","2021-03-08",3.81,136,"romance","Trey Edward Shults","Kelvin Harrison Jr.","Trey Edward Shults","Trey Edward Shults","Drew Daniels","Trent Reznor","Kevin Turen","A24","USA","English"
"Batman v Superman: Dawn of Justice",2016,3,"streaming","2021-03-18",2.47,152,"adventure","Zack Snyder","Ben Affleck","David S. Goyer","David Brenner","Larry Fong","Hans Zimmer","Charles Roven","Warner Bros. Pictures","USA","English"
"Zack Snyder's Justice League",2021,3,"streaming","2021-03-19",3.46,242,"action","Zack Snyder","Ben Affleck","Zack Snyder","David Brenner","Fabian Wagner","Junkie XL","Charles Roven","Warner Bros. Pictures","USA","English"
"Training Day",2001,4,"streaming","2021-03-25",3.81,122,"thriller","Antoine Fuqua","Ethan Hawke","David Ayer","Conrad Buff IV","Mauro Fiore","Mark Mancina","Bruce Berman","WV Films II","Australia","English"
"Lost Highway",1997,4.5,"streaming","2021-03-27",3.94,134,"drama","David Lynch","Bill Pullman","David Lynch","Mary Sweeney","Peter Deming","Angelo Badalamenti","Tom Sternberg","CiBy 2000","USA","English"
"Blue Velvet",1986,4,"theatre","2021-03-28",4.08,120,"thriller","David Lynch","Kyle MacLachlan","David Lynch","Duwayne Dunham","Frederick Elmes","Angelo Badalamenti","Dino De Laurentiis","DEG","USA","English"
"Mulholland Drive",2001,5,"blu-ray","2021-04-06",4.2,147,"thriller","David Lynch","Naomi Watts","David Lynch","Mary Sweeney","Peter Deming","Angelo Badalamenti","Alain Sarde","Asymmetrical Productions","France","English"
"Minari",2020,4,"streaming","2021-04-08",4.11,115,"drama","Lee Isaac Chung","Steven Yeun","Lee Isaac Chung","Harry Yoon","Lachlan Milne","Emile Mosseri","Brad Pitt","Plan B Entertainment","USA","English"
"Bad Trip",2021,3,"streaming","2021-04-14",3.33,87,"comedy","Kitao Sakurai","Eric André","Kitao Sakurai","Sascha Stanton Craven","Andrew Laboy","Ludwig Göransson","Jeff Tremaine","Orion Pictures","Canada","English"
"School of Rock",2003,4,"streaming","2021-04-19",3.68,110,"comedy","Richard Linklater","Jack Black","Mike White","Sandra Adair","Rogier Stoffers","Craig Wedren","Scott Rudin","Paramount","USA","English"
"Re-Animator",1985,3.5,"streaming","2021-04-23",3.77,86,"science-fiction","Stuart Gordon","Jeffrey Combs","Stuart Gordon","Lee Percy","Mac Ahlberg","Richard Band","Brian Yuzna","Empire Pictures","USA","English"
"Nobody",2021,3,"theatre","2021-04-26",3.55,92,"thriller","Ilya Naishuller","Bob Odenkirk","Derek Kolstad","William Yeh","Pawel Pogorzelski","David Buckley","Tobey Maguire","Universal Pictures","USA","English"
"Nomadland",2020,3.5,"theatre","2021-05-03",3.88,108,"drama","Chloé Zhao","Frances McDormand","Chloé Zhao","Chloé Zhao","Joshua James Richards","Ludovico Einaudi","Frances McDormand","Cor Cordium Productions","USA","English"
"The Skin I Live In",2011,3.5,"streaming","2021-05-04",3.85,120,"drama","Pedro Almodóvar","Antonio Banderas","Pedro Almodóvar","José Salcedo","José Luis Alcaine","Alberto Iglesias","Esther García","El Deseo","Spain","Spanish"
"Saint Maud",2019,3.5,"streaming","2021-05-14",3.56,85,"mystery","Rose Glass","Morfydd Clark","Rose Glass","Mark Towns","Ben Fordesman","Adam Janota Bzowski","Sam Lavender","Film4 Productions","UK","English"
"Mortal Kombat",2021,1.5,"theatre","2021-05-15",2.57,110,"fantasy","Simon McQuoid","Lewis Tan","Dave Callaham","Dan Lebental","Germain McMicking","Benjamin Wallfisch","James Wan","Atomic Monster","USA","English"
"Saint Maud",2019,4,"streaming","2021-05-19",3.56,85,"mystery","Rose Glass","Morfydd Clark","Rose Glass","Mark Towns","Ben Fordesman","Adam Janota Bzowski","Sam Lavender","Film4 Productions","UK","English"
"The Doom Generation",1995,3,"streaming","2021-05-26",3.52,80,"drama","Gregg Araki","Rose McGowan","Gregg Araki","Gregg Araki","Jim Fealy","Dan Gatto","Andrea Sperling","Blurco","France","English"
"Bo Burnham: Inside",2021,NA,"streaming","2021-06-01",4.25,87,"comedy","Bo Burnham","Bo Burnham","Bo Burnham","Bo Burnham","Bo Burnham","Bo Burnham","Bo Burnham","Attic Bedroom","USA","English"
"Stalker",1979,NA,"dvd","2021-06-07",4.4,162,"science-fiction","Andrei Tarkovsky","Aleksandr Kaydanovskiy","Andrei Tarkovsky","Lyudmila Feiginova","Aleksandr Knyazhinsky","Eduard Artemyev","Aleksandra Demidova","Mosfilm","Russian Federation","Russian"
"Raw",2016,4,"dvd","2021-06-11",3.69,99,"drama","Julia Ducournau","Garance Marillier","Julia Ducournau","Jean-Christophe Bouzy","Ruben Impens","Jim Williams","Julie Gayet","Ciclic - Région Centre","Belgium","French"
"Bad Trip",2021,3,"streaming","2021-06-18",3.33,87,"comedy","Kitao Sakurai","Eric André","Kitao Sakurai","Sascha Stanton Craven","Andrew Laboy","Ludwig Göransson","Jeff Tremaine","Orion Pictures","Canada","English"
"A Quiet Place",2018,3,"streaming","2021-06-19",3.71,91,"science-fiction","John Krasinski","Emily Blunt","John Krasinski","Christopher Tellefsen","Charlotte Bruus Christensen","Marco Beltrami","Michael Bay","Paramount","USA","English"
"A Quiet Place Part II",2020,3,"theatre","2021-06-19",3.61,97,"thriller","John Krasinski","Emily Blunt","John Krasinski","Michael P. Shawver","Polly Morgan","Marco Beltrami","Michael Bay","Paramount","USA","English"
"Cruella",2021,2.5,"theatre","2021-06-22",3.54,134,"crime","Craig Gillespie","Emma Stone","Aline Brosh McKenna","Tatiana S. Riegel","Nicolas Karakatsanis","Nicholas Britell","Glenn Close","Walt Disney Pictures","UK","English"
"Zola",2020,3.5,"theatre","2021-06-29",3.57,86,"crime","Janicza Bravo","Taylour Paige","Janicza Bravo","Joi McMillon","Ari Wegner","Mica Levi","Christine Vachon","Killer Films","USA","English"
"Caddyshack",1980,3.5,"theatre","2021-07-04",3.44,98,"comedy","Harold Ramis","Chevy Chase","Harold Ramis","William C. Carruth","Stevan Larner","Johnny Mandel","Jon Peters","Orion Pictures","USA","English"
"Black Widow",2021,2,"theatre","2021-07-12",3.36,134,"action","Cate Shortland","Scarlett Johansson","Jac Schaeffer","Leigh Folsom Boyd","Gabriel Beristain","Lorne Balfe","Scarlett Johansson","Marvel Studios","USA","English"
"Pig",2021,4,"theatre","2021-07-15",3.82,91,"drama","Michael Sarnoski","Nicolas Cage","Vanessa Block","Brett W. Bachman","Patrick Scola","Alexis Grapsas","Steve Tisch","AI-Film","UK","English"
"Old",2021,2.5,"theatre","2021-07-23",2.62,108,"thriller","M. Night Shyamalan","Gael García Bernal","M. Night Shyamalan","Brett M. Reed","Mike Gioulakis","Trevor Gureckis","M. Night Shyamalan","Universal Pictures","China","English"
"El Camino: A Breaking Bad Movie",2019,3,"streaming","2021-07-24",3.51,123,"drama","Vince Gilligan","Aaron Paul","Vince Gilligan","Skip MacDonald","Marshall Adams","Dave Porter","Mark Johnson","Sony Pictures Television Studios","USA","English"
"The Green Knight",2021,4,"theatre","2021-07-29",3.76,130,"adventure","David Lowery","Dev Patel","David Lowery","David Lowery","Andrew Droz Palermo","Daniel Hart","Tim Headington","A24","Canada","English"
"Dumb and Dumber",1994,4,"streaming","2021-08-06",3.3,107,"comedy","Peter Farrelly","Jim Carrey","Bobby Farrelly","Christopher Greenbury","Mark Irwin","Todd Rundgren","Charles B. Wessler","New Line Cinema","USA","English"
"The Suicide Squad",2021,3.5,"theatre","2021-08-14",3.68,132,"action","James Gunn","Margot Robbie","James Gunn","Fred Raskin","Henry Braham","John Murphy","Charles Roven","DC Entertainment","USA","English"
"Happy Together",1997,4,"streaming","2021-08-15",4.16,96,"drama","Wong Kar-wai","Tony Leung Chiu-wai","Wong Kar-wai","William Chang","Christopher Doyle","Danny Chung","Wong Kar-wai","Jet Tone Production","Argentina","Chinese"
"Old",2021,2.5,"theatre","2021-08-18",2.62,108,"thriller","M. Night Shyamalan","Gael García Bernal","M. Night Shyamalan","Brett M. Reed","Mike Gioulakis","Trevor Gureckis","M. Night Shyamalan","Universal Pictures","China","English"
"Help!",1965,4,"blu-ray","2021-08-19",3.54,92,"comedy","Richard Lester","George Harrison","Marc Behm","John Victor-Smith","David Watkin",NA,"Walter Shenson","Subafilms","UK","English"
"Candyman",2021,3.5,"theatre","2021-08-26",3.29,91,"horror","Nia DaCosta","Yahya Abdul-Mateen II","Jordan Peele","Catrin Hedström","John Guleserian","Robert Aiki Aubrey Lowe","Jordan Peele","Metro-Goldwyn-Mayer","Canada","English"
"Hoodwinked!",2005,3.5,"streaming","2021-09-04",2.94,82,"crime","Cory Edwards","David Ogden Stiers","Cory Edwards","Tony Leech",NA,"John Mark Painter","David Lovegren","Kanbar Entertainment","USA","English"
"The Card Counter",2021,3.5,"theatre","2021-09-09",3.35,111,"thriller","Paul Schrader","Oscar Isaac","Paul Schrader","Ben Rodriguez Jr.","Alexander Dynan","Robert Levon Been","Martin Scorsese","Focus Features","China","English"
"Shang-Chi and the Legend of the Ten Rings",2021,3,"theatre","2021-09-11",3.75,132,"fantasy","Destin Daniel Cretton","Simu Liu","Dave Callaham","Nat Sanders","Bill Pope","Joel P. West","Kevin Feige","Marvel Studios","USA","English"
"The Card Counter",2021,3.5,"theatre","2021-09-23",3.35,111,"thriller","Paul Schrader","Oscar Isaac","Paul Schrader","Ben Rodriguez Jr.","Alexander Dynan","Robert Levon Been","Martin Scorsese","Focus Features","China","English"
"Venom: Let There Be Carnage",2021,2.5,"theatre","2021-09-30",2.85,97,"action","Andy Serkis","Tom Hardy","Tom Hardy","Maryann Brandon","Robert Richardson","Marco Beltrami","Tom Hardy","Marvel Entertainment","China","English"
"Titane",2021,4,"theatre","2021-10-02",3.75,108,"horror","Julia Ducournau","Vincent Lindon","Julia Ducournau","Jean-Christophe Bouzy","Ruben Impens","Jim Williams","Jean-Christophe Reymond","Kazak Productions","Belgium","French"
"Halloween",1978,3.5,"streaming","2021-10-11",3.92,91,"thriller","John Carpenter","Donald Pleasence","Debra Hill","Charles Bornstein","Dean Cundey","John Carpenter","Debra Hill","Compass International Pictures","USA","English"
"Halloween",2018,3,"streaming","2021-10-12",3.27,106,"thriller","David Gordon Green","Jamie Lee Curtis","Danny McBride","Colin Patton","Michael Simmonds","John Carpenter","Jamie Lee Curtis","Universal Pictures","USA","English"
"Halloween Kills",2021,2,"theatre","2021-10-14",2.6,105,"thriller","David Gordon Green","Jamie Lee Curtis","Danny McBride","Timothy Alverson","Michael Simmonds","John Carpenter","Jamie Lee Curtis","Universal Pictures","UK","English"
"Mulholland Drive",2001,5,"theatre","2021-10-17",4.2,147,"thriller","David Lynch","Naomi Watts","David Lynch","Mary Sweeney","Peter Deming","Angelo Badalamenti","Alain Sarde","Asymmetrical Productions","France","English"
"Dune",1984,2.5,"streaming","2021-10-20",2.76,137,"adventure","David Lynch","Kyle MacLachlan","David Lynch","Antony Gibbs","Freddie Francis","TOTO","Dino De Laurentiis","Dino De Laurentiis Company","USA","English"
"Dune",2021,3.5,"theatre","2021-10-21",4.06,155,"science-fiction","Denis Villeneuve","Timothée Chalamet","Eric Roth","Joe Walker","Greig Fraser","Hans Zimmer","Joseph M. Caracciolo Jr.","Legendary Pictures","USA","English"
"A Nightmare on Elm Street",1984,3.5,"streaming","2021-10-24",3.77,91,"horror","Wes Craven","Heather Langenkamp","Wes Craven","Patrick McMahon","Jacques Haitkin","Charles Bernstein","Robert Shaye","New Line Cinema","USA","English"
"The Texas Chain Saw Massacre",1974,4.5,"streaming","2021-10-24",3.91,83,"horror","Tobe Hooper","Marilyn Burns","Tobe Hooper","J. Larry Carroll","Daniel Pearl","Tobe Hooper","Tobe Hooper","Vortex","USA","English"
"Lamb",2021,3,"theatre","2021-10-26",3.17,106,"horror","Valdimar Jóhannsson","Noomi Rapace","Sjón","Agnieszka Glinska","Eli Arenson","Þórarinn Guðnason","Peter Possne","Black Spark Film & TV","Iceland","Icelandic"
"The Rocky Horror Picture Show",1975,NA,"","2021-10-27",3.95,100,"comedy","Jim Sharman","Tim Curry","Richard O'Brien","Graeme Clifford","Peter Suschitzky","Richard O'Brien","Lou Adler","Michael White Productions","UK","English"
"Last Night in Soho",2021,2.5,"theatre","2021-10-28",3.52,117,"horror","Edgar Wright","Thomasin McKenzie","Edgar Wright","Paul Machliss","Jeong Jeong-hun","Steven Price","Tim Bevan","Focus Features","UK","English"
"The French Dispatch",2021,4,"theatre","2021-11-04",3.87,108,"drama","Wes Anderson","Benicio del Toro","Wes Anderson","Andrew Weisblum","Robert D. Yeoman","Alexandre Desplat","Scott Rudin","American Empirical Pictures","Germany","English"
"The French Dispatch",2021,4.5,"theatre","2021-11-07",3.87,108,"drama","Wes Anderson","Benicio del Toro","Wes Anderson","Andrew Weisblum","Robert D. Yeoman","Alexandre Desplat","Scott Rudin","American Empirical Pictures","Germany","English"
"Spencer",2021,3.5,"theatre","2021-11-11",3.9,116,"drama","Pablo Larraín","Kristen Stewart","Steven Knight","Sebastián Sepúlveda","Claire Mathon","Jonny Greenwood","Paul Webster","FilmNation Entertainment","Chile","English"
